transacao_id,cliente_id,agencia_id,produto_id,data_transacao,tipo_transacao,canal,valor,status_transacao
1086111,13871,111,1,2026-01-01,Crédito,Cartão,7855.15,Concluída
1086112,13888,112,2,2022-03-16,Pagamento,Caixa Eletrônico,2208.55,Concluída
1086113,13905,113,3,2025-04-13,Transferência,Agência,3575.99,Concluída
1086114,13922,114,4,2023-05-26,Crédito,Agência,12462.69,Pendente
1086115,13939,115,5,2026-03-06,Débito,Internet Banking,1303.61,Concluída
1086116,13956,116,1,2022-02-08,Crédito,Agência,13693.25,Concluída
1086117,13973,117,2,2023-12-17,Débito,Agência,2340.38,Concluída
1086118,13990,118,3,2022-10-21,Crédito,Caixa Eletrônico,5174.44,Concluída
1086119,14007,119,4,2026-01-17,Transferência,Caixa Eletrônico,5386.25,Concluída
1086120,14024,120,5,2024-11-03,Pagamento,Cartão,4052.84,Concluída
1086121,14041,101,1,2026-01-29,Pagamento,Internet Banking,5696.26,Pendente
1086122,14058,102,2,2024-02-05,Débito,Cartão,6421.63,Concluída
1086123,14075,103,3,2024-07-10,Crédito,Internet Banking,11087.57,Concluída
1086124,14092,104,4,2022-10-19,Transferência,Cartão,12615.13,Pendente
1086125,14109,105,5,2024-09-27,Transferência,Cartão,12299.16,Pendente
1086126,14126,106,1,2025-02-02,Transferência,Caixa Eletrônico,6364.54,Estornada
1086127,14143,107,2,2022-05-14,Transferência,Aplicativo,9581.08,Concluída
1086128,14160,108,3,2023-09-02,Débito,Aplicativo,9248.35,Pendente
1086129,14177,109,4,2022-12-19,Pagamento,Internet Banking,11373.35,Concluída
1086130,14194,110,5,2025-05-23,Débito,Cartão,6622.78,Concluída
1086131,14211,111,1,2024-06-01,Débito,Agência,7756.11,Concluída
1086132,14228,112,2,2026-05-21,Pagamento,Aplicativo,13165.21,Estornada
1086133,14245,113,3,2025-10-03,Crédito,Aplicativo,12040.07,Estornada
1086134,14262,114,4,2022-07-18,Débito,Agência,13093.52,Concluída
1086135,14279,115,5,2024-08-12,Transferência,Aplicativo,6974.56,Pendente
1086136,14296,116,1,2024-12-07,Débito,Agência,1050.18,Concluída
1086137,14313,117,2,2025-01-19,Transferência,Caixa Eletrônico,3191.44,Estornada
1086138,14330,118,3,2024-04-05,Débito,Agência,2367.45,Estornada
1086139,14347,119,4,2023-02-11,Crédito,Internet Banking,586.07,Concluída
1086140,14364,120,5,2024-04-08,Débito,Cartão,237.33,Estornada
1086141,14381,101,1,2022-09-10,Crédito,Internet Banking,13775.27,Concluída
1086142,14398,102,2,2024-01-27,Crédito,Caixa Eletrônico,4429.13,Concluída
1086143,14415,103,3,2026-05-01,Transferência,Internet Banking,4493.70,Concluída
1086144,14432,104,4,2023-09-13,Crédito,Cartão,1669.92,Estornada
1086145,14449,105,5,2022-09-04,Pagamento,Agência,12249.67,Estornada
1086146,14466,106,1,2023-10-12,Transferência,Internet Banking,13222.42,Pendente
1086147,14483,107,2,2026-10-26,Transferência,Cartão,3855.97,Pendente
1086148,14500,108,3,2024-05-17,Crédito,Aplicativo,5896.77,Concluída
1086149,14517,109,4,2025-05-14,Transferência,Agência,2510.16,Concluída
1086150,14534,110,5,2022-08-14,Débito,Caixa Eletrônico,10220.21,Concluída
1086151,14551,111,1,2026-02-13,Pagamento,Cartão,2659.87,Concluída
1086152,14568,112,2,2023-10-03,Débito,Aplicativo,9278.95,Concluída
1086153,14585,113,3,2022-05-21,Débito,Cartão,2566.00,Concluída
1086154,14602,114,4,2024-01-17,Crédito,Caixa Eletrônico,16.46,Pendente
1086155,14619,115,5,2025-03-06,Crédito,Aplicativo,6768.17,Pendente
1086156,14636,116,1,2026-03-27,Crédito,Internet Banking,11239.21,Concluída
1086157,14653,117,2,2022-04-24,Transferência,Agência,855.66,Concluída
1086158,14670,118,3,2022-06-19,Pagamento,Caixa Eletrônico,5692.43,Concluída
1086159,14687,119,4,2022-11-19,Crédito,Caixa Eletrônico,14713.25,Concluída
1086160,14704,120,5,2025-04-20,Transferência,Aplicativo,7175.43,Estornada
1086161,14721,101,1,2023-07-15,Pagamento,Cartão,3835.65,Pendente
1086162,14738,102,2,2023-05-26,Crédito,Agência,5447.66,Estornada
1086163,14755,103,3,2024-10-12,Pagamento,Internet Banking,4288.16,Concluída
1086164,14772,104,4,2023-10-31,Transferência,Cartão,10382.98,Estornada
1086165,14789,105,5,2026-10-28,Débito,Aplicativo,7320.33,Concluída
1086166,14806,106,1,2026-11-09,Pagamento,Internet Banking,5664.86,Concluída
1086167,14823,107,2,2025-02-17,Débito,Aplicativo,11699.58,Estornada
1086168,14840,108,3,2025-06-26,Pagamento,Internet Banking,129.53,Concluída
1086169,14857,109,4,2026-05-29,Crédito,Cartão,12704.24,Estornada
1086170,14874,110,5,2024-12-13,Débito,Caixa Eletrônico,14471.88,Estornada
1086171,14891,111,1,2026-10-01,Crédito,Internet Banking,13926.12,Estornada
1086172,14908,112,2,2026-04-08,Débito,Caixa Eletrônico,11669.92,Concluída
1086173,14925,113,3,2024-09-09,Débito,Caixa Eletrônico,3017.11,Concluída
1086174,14942,114,4,2025-12-16,Transferência,Aplicativo,13502.56,Pendente
1086175,14959,115,5,2024-05-12,Débito,Agência,3448.93,Concluída
1086176,14976,116,1,2026-09-19,Débito,Agência,2932.17,Concluída
1086177,14993,117,2,2026-12-01,Pagamento,Agência,7440.65,Pendente
1086178,15010,118,3,2023-06-10,Transferência,Caixa Eletrônico,14311.94,Concluída
1086179,15027,119,4,2023-05-27,Crédito,Cartão,3485.59,Pendente
1086180,15044,120,5,2026-04-10,Transferência,Caixa Eletrônico,6064.51,Estornada
1086181,15061,101,1,2023-05-14,Crédito,Agência,11789.73,Concluída
1086182,15078,102,2,2025-01-29,Transferência,Internet Banking,4745.12,Concluída
1086183,15095,103,3,2022-06-24,Pagamento,Aplicativo,531.82,Pendente
1086184,15112,104,4,2022-10-29,Transferência,Internet Banking,11137.23,Concluída
1086185,15129,105,5,2022-11-13,Transferência,Agência,1034.54,Estornada
1086186,15146,106,1,2022-05-14,Pagamento,Internet Banking,14167.93,Pendente
1086187,15163,107,2,2023-12-13,Pagamento,Aplicativo,14684.38,Concluída
1086188,15180,108,3,2026-06-23,Transferência,Agência,7716.59,Pendente
1086189,15197,109,4,2022-10-16,Crédito,Caixa Eletrônico,3828.87,Pendente
1086190,15214,110,5,2023-04-06,Pagamento,Caixa Eletrônico,5391.05,Estornada
1086191,15231,111,1,2023-04-18,Transferência,Caixa Eletrônico,7142.38,Concluída
1086192,15248,112,2,2022-12-31,Pagamento,Caixa Eletrônico,13977.16,Estornada
1086193,15265,113,3,2026-10-06,Crédito,Caixa Eletrônico,12758.58,Concluída
1086194,15282,114,4,2026-06-27,Pagamento,Aplicativo,9633.30,Estornada
1086195,15299,115,5,2024-04-12,Pagamento,Cartão,2807.62,Concluída
1086196,15316,116,1,2023-07-17,Pagamento,Internet Banking,1742.37,Concluída
1086197,15333,117,2,2022-09-27,Pagamento,Cartão,2657.93,Estornada
1086198,15350,118,3,2022-02-20,Pagamento,Cartão,9923.19,Concluída
1086199,15367,119,4,2023-01-30,Débito,Cartão,14918.84,Estornada
1086200,15384,120,5,2023-07-25,Pagamento,Caixa Eletrônico,4467.01,Pendente
1086201,15401,101,1,2025-03-21,Crédito,Cartão,3180.32,Pendente
1086202,15418,102,2,2024-08-06,Débito,Agência,11777.01,Estornada
1086203,15435,103,3,2025-10-22,Crédito,Agência,7188.04,Concluída
1086204,15452,104,4,2025-01-23,Pagamento,Caixa Eletrônico,9154.02,Estornada
1086205,15469,105,5,2026-09-25,Crédito,Agência,5618.57,Estornada
1086206,15486,106,1,2025-02-20,Pagamento,Internet Banking,8985.02,Concluída
1086207,15503,107,2,2025-03-13,Débito,Internet Banking,12696.08,Estornada
1086208,15520,108,3,2022-07-22,Transferência,Internet Banking,1691.93,Concluída
1086209,15537,109,4,2024-11-18,Crédito,Agência,12543.84,Pendente
1086210,15554,110,5,2022-08-10,Débito,Aplicativo,5936.53,Concluída
1086211,15571,111,1,2023-05-08,Pagamento,Internet Banking,7728.41,Estornada
1086212,15588,112,2,2024-05-05,Débito,Internet Banking,14022.58,Estornada
1086213,15605,113,3,2022-07-12,Débito,Aplicativo,2760.87,Concluída
1086214,15622,114,4,2026-12-28,Crédito,Caixa Eletrônico,6747.93,Concluída
1086215,15639,115,5,2023-10-05,Pagamento,Cartão,12190.46,Estornada
1086216,15656,116,1,2022-02-14,Crédito,Aplicativo,10303.11,Estornada
1086217,15673,117,2,2024-12-16,Transferência,Internet Banking,7685.98,Concluída
1086218,15690,118,3,2026-12-16,Crédito,Cartão,5166.87,Concluída
1086219,15707,119,4,2022-02-06,Transferência,Aplicativo,7286.20,Estornada
1086220,15724,120,5,2022-11-24,Crédito,Caixa Eletrônico,7789.38,Pendente
1086221,15741,101,1,2024-02-19,Transferência,Internet Banking,4168.19,Pendente
1086222,15758,102,2,2023-07-08,Pagamento,Cartão,12974.38,Concluída
1086223,15775,103,3,2026-05-25,Crédito,Caixa Eletrônico,14641.80,Concluída
1086224,15792,104,4,2023-09-21,Pagamento,Internet Banking,7192.14,Concluída
1086225,15809,105,5,2026-04-12,Débito,Aplicativo,7297.31,Estornada
1086226,15826,106,1,2023-05-16,Crédito,Caixa Eletrônico,3410.41,Concluída
1086227,15843,107,2,2023-08-30,Crédito,Agência,10030.40,Concluída
1086228,15860,108,3,2025-11-03,Crédito,Caixa Eletrônico,775.86,Pendente
1086229,15877,109,4,2025-06-14,Pagamento,Cartão,741.78,Pendente
1086230,15894,110,5,2026-10-10,Crédito,Caixa Eletrônico,9777.09,Concluída
1086231,15911,111,1,2026-01-17,Transferência,Internet Banking,8382.53,Estornada
1086232,15928,112,2,2026-02-21,Crédito,Internet Banking,328.80,Pendente
1086233,15945,113,3,2026-12-05,Pagamento,Caixa Eletrônico,5687.82,Concluída
1086234,15962,114,4,2025-10-29,Pagamento,Aplicativo,8327.83,Concluída
1086235,15979,115,5,2026-02-14,Transferência,Caixa Eletrônico,735.51,Concluída
1086236,15996,116,1,2025-01-23,Débito,Aplicativo,891.86,Pendente
1086237,16013,117,2,2025-05-28,Pagamento,Internet Banking,8394.97,Estornada
1086238,16030,118,3,2025-07-02,Pagamento,Internet Banking,13034.03,Concluída
1086239,16047,119,4,2026-11-01,Pagamento,Cartão,12329.06,Concluída
1086240,16064,120,5,2026-05-01,Débito,Internet Banking,9812.31,Concluída
1086241,16081,101,1,2024-06-14,Transferência,Cartão,9952.21,Concluída
1086242,16098,102,2,2025-12-16,Pagamento,Cartão,3839.85,Pendente
1086243,16115,103,3,2023-03-23,Débito,Cartão,14982.77,Pendente
1086244,16132,104,4,2025-03-14,Transferência,Agência,4527.32,Concluída
1086245,16149,105,5,2024-09-10,Pagamento,Aplicativo,722.14,Concluída
1086246,16166,106,1,2025-11-07,Pagamento,Caixa Eletrônico,3534.50,Concluída
1086247,16183,107,2,2024-01-01,Débito,Cartão,450.32,Concluída
1086248,16200,108,3,2023-01-14,Pagamento,Internet Banking,1126.02,Pendente
1086249,16217,109,4,2024-08-14,Pagamento,Agência,10594.98,Concluída
1086250,16234,110,5,2022-09-09,Crédito,Agência,7324.96,Concluída
1086251,16251,111,1,2022-07-18,Crédito,Aplicativo,368.53,Pendente
1086252,16268,112,2,2022-06-11,Pagamento,Cartão,14622.42,Concluída
1086253,16285,113,3,2024-01-26,Pagamento,Cartão,52.35,Concluída
1086254,16302,114,4,2022-06-23,Débito,Aplicativo,12761.01,Concluída
1086255,16319,115,5,2022-11-21,Crédito,Internet Banking,7113.52,Estornada
1086256,16336,116,1,2023-04-06,Pagamento,Agência,10515.48,Estornada
1086257,16353,117,2,2026-09-21,Pagamento,Aplicativo,5575.09,Estornada
1086258,16370,118,3,2022-03-15,Pagamento,Aplicativo,11543.09,Concluída
1086259,16387,119,4,2022-10-20,Transferência,Cartão,8539.83,Estornada
1086260,16404,120,5,2026-02-22,Pagamento,Agência,10941.15,Concluída
1086261,16421,101,1,2024-03-12,Débito,Internet Banking,11992.60,Concluída
1086262,16438,102,2,2024-11-17,Crédito,Agência,3427.23,Estornada
1086263,16455,103,3,2022-01-05,Pagamento,Caixa Eletrônico,8442.01,Estornada
1086264,16472,104,4,2026-07-16,Débito,Aplicativo,12640.07,Concluída
1086265,16489,105,5,2025-06-30,Pagamento,Caixa Eletrônico,2795.40,Concluída
1086266,16506,106,1,2023-03-23,Pagamento,Cartão,6220.22,Pendente
1086267,16523,107,2,2025-03-06,Débito,Internet Banking,13292.17,Concluída
1086268,16540,108,3,2023-04-05,Transferência,Agência,7503.39,Pendente
1086269,16557,109,4,2022-01-24,Crédito,Aplicativo,13390.91,Pendente
1086270,16574,110,5,2024-02-20,Pagamento,Cartão,9616.73,Concluída
1086271,16591,111,1,2025-03-03,Débito,Cartão,14540.46,Concluída
1086272,16608,112,2,2022-01-03,Transferência,Internet Banking,10337.91,Concluída
1086273,16625,113,3,2024-07-14,Débito,Agência,1036.75,Concluída
1086274,16642,114,4,2022-08-20,Crédito,Internet Banking,4318.90,Concluída
1086275,16659,115,5,2023-09-24,Crédito,Cartão,14509.47,Concluída
1086276,16676,116,1,2025-07-17,Crédito,Caixa Eletrônico,2240.31,Concluída
1086277,16693,117,2,2023-12-23,Transferência,Agência,8713.93,Concluída
1086278,16710,118,3,2024-11-14,Transferência,Agência,11697.80,Pendente
1086279,16727,119,4,2022-08-17,Pagamento,Internet Banking,12707.09,Concluída
1086280,16744,120,5,2023-04-18,Transferência,Cartão,1619.34,Estornada
1086281,16761,101,1,2026-04-23,Transferência,Cartão,9316.73,Concluída
1086282,16778,102,2,2026-05-10,Pagamento,Aplicativo,13014.73,Concluída
1086283,16795,103,3,2024-10-30,Débito,Internet Banking,8086.19,Pendente
1086284,16812,104,4,2024-08-23,Débito,Caixa Eletrônico,13808.27,Estornada
1086285,16829,105,5,2025-01-26,Transferência,Caixa Eletrônico,4889.33,Concluída
1086286,16846,106,1,2022-08-01,Crédito,Internet Banking,10859.12,Pendente
1086287,16863,107,2,2026-05-09,Transferência,Internet Banking,1553.21,Concluída
1086288,16880,108,3,2026-03-27,Pagamento,Aplicativo,3828.76,Concluída
1086289,16897,109,4,2023-10-06,Débito,Cartão,14703.18,Concluída
1086290,16914,110,5,2025-08-02,Pagamento,Aplicativo,9358.76,Pendente
1086291,16931,111,1,2025-09-22,Crédito,Aplicativo,1771.64,Concluída
1086292,16948,112,2,2024-12-09,Transferência,Agência,10626.19,Concluída
1086293,16965,113,3,2025-06-13,Transferência,Caixa Eletrônico,9577.92,Concluída
1086294,16982,114,4,2026-04-05,Débito,Agência,3366.38,Estornada
1086295,16999,115,5,2024-05-06,Pagamento,Caixa Eletrônico,11064.82,Concluída
1086296,17016,116,1,2024-05-22,Débito,Aplicativo,19.96,Concluída
1086297,17033,117,2,2023-05-28,Crédito,Caixa Eletrônico,3547.29,Estornada
1086298,17050,118,3,2023-04-29,Débito,Aplicativo,10595.88,Estornada
1086299,17067,119,4,2022-02-04,Débito,Agência,1961.55,Concluída
1086300,17084,120,5,2024-03-19,Crédito,Aplicativo,2046.30,Pendente
1086301,17101,101,1,2022-10-28,Débito,Aplicativo,7890.30,Concluída
1086302,17118,102,2,2026-05-05,Transferência,Caixa Eletrônico,4489.86,Concluída
1086303,17135,103,3,2023-12-24,Transferência,Aplicativo,3641.55,Estornada
1086304,17152,104,4,2022-05-12,Pagamento,Caixa Eletrônico,2479.80,Concluída
1086305,17169,105,5,2025-01-14,Crédito,Agência,6146.51,Concluída
1086306,17186,106,1,2026-03-21,Crédito,Cartão,14214.06,Concluída
1086307,17203,107,2,2024-09-16,Pagamento,Agência,1426.72,Concluída
1086308,17220,108,3,2022-02-23,Débito,Agência,6753.35,Concluída
1086309,17237,109,4,2026-09-27,Débito,Agência,7518.38,Concluída
1086310,17254,110,5,2022-12-16,Transferência,Aplicativo,2142.94,Pendente
1086311,17271,111,1,2024-06-13,Débito,Caixa Eletrônico,997.64,Pendente
1086312,17288,112,2,2026-12-10,Pagamento,Internet Banking,8475.48,Concluída
1086313,17305,113,3,2023-01-09,Pagamento,Aplicativo,14886.99,Concluída
1086314,17322,114,4,2026-09-23,Pagamento,Caixa Eletrônico,2659.58,Concluída
1086315,17339,115,5,2025-02-26,Pagamento,Agência,12963.92,Estornada
1086316,17356,116,1,2026-08-11,Crédito,Cartão,3357.25,Estornada
1086317,17373,117,2,2024-05-26,Pagamento,Agência,2331.45,Pendente
1086318,17390,118,3,2024-06-24,Crédito,Cartão,5176.53,Concluída
1086319,17407,119,4,2023-04-08,Crédito,Agência,2070.21,Estornada
1086320,17424,120,5,2026-02-01,Crédito,Agência,13170.06,Concluída
1086321,17441,101,1,2024-01-24,Pagamento,Caixa Eletrônico,790.91,Concluída
1086322,17458,102,2,2025-08-06,Débito,Cartão,12718.24,Pendente
1086323,17475,103,3,2025-08-08,Crédito,Cartão,14014.00,Pendente
1086324,17492,104,4,2022-10-15,Débito,Cartão,13129.16,Estornada
1086325,17509,105,5,2022-12-24,Débito,Agência,4387.03,Concluída
1086326,17526,106,1,2026-06-03,Crédito,Aplicativo,6389.45,Estornada
1086327,17543,107,2,2026-10-21,Crédito,Agência,6829.65,Concluída
1086328,17560,108,3,2025-08-27,Pagamento,Caixa Eletrônico,4731.59,Pendente
1086329,17577,109,4,2026-08-20,Transferência,Aplicativo,13473.28,Pendente
1086330,17594,110,5,2024-08-13,Débito,Aplicativo,14647.40,Estornada
1086331,17611,111,1,2022-08-20,Débito,Aplicativo,12177.10,Estornada
1086332,17628,112,2,2025-01-29,Transferência,Agência,14981.02,Concluída
1086333,17645,113,3,2023-07-27,Transferência,Agência,9401.33,Concluída
1086334,17662,114,4,2025-08-14,Crédito,Internet Banking,10204.79,Concluída
1086335,17679,115,5,2024-12-05,Transferência,Aplicativo,11037.26,Estornada
1086336,17696,116,1,2023-12-31,Pagamento,Agência,1615.55,Estornada
1086337,17713,117,2,2026-11-27,Débito,Aplicativo,4628.58,Estornada
1086338,17730,118,3,2024-10-01,Pagamento,Caixa Eletrônico,5924.05,Concluída
1086339,17747,119,4,2025-02-25,Crédito,Caixa Eletrônico,6700.12,Pendente
1086340,17764,120,5,2026-11-11,Débito,Cartão,7583.50,Pendente
1086341,17781,101,1,2026-08-18,Crédito,Cartão,644.46,Pendente
1086342,17798,102,2,2024-09-20,Pagamento,Aplicativo,5052.10,Concluída
1086343,17815,103,3,2024-09-04,Débito,Aplicativo,1940.01,Concluída
1086344,17832,104,4,2024-05-13,Transferência,Cartão,12060.79,Estornada
1086345,17849,105,5,2026-04-01,Transferência,Cartão,4837.06,Estornada
1086346,17866,106,1,2024-07-10,Crédito,Caixa Eletrônico,4713.78,Estornada
1086347,17883,107,2,2026-05-09,Crédito,Internet Banking,10881.41,Estornada
1086348,17900,108,3,2023-01-11,Crédito,Aplicativo,8692.39,Concluída
1086349,17917,109,4,2024-01-26,Débito,Agência,6255.30,Concluída
1086350,17934,110,5,2022-01-10,Crédito,Agência,415.63,Concluída
1086351,17951,111,1,2022-12-29,Pagamento,Internet Banking,14882.55,Concluída
1086352,17968,112,2,2025-02-03,Débito,Agência,5768.93,Estornada
1086353,17985,113,3,2025-04-29,Crédito,Caixa Eletrônico,8905.65,Concluída
1086354,18002,114,4,2023-09-30,Débito,Cartão,3040.68,Estornada
1086355,18019,115,5,2024-09-26,Transferência,Aplicativo,437.50,Concluída
1086356,18036,116,1,2025-04-30,Crédito,Aplicativo,6678.46,Concluída
1086357,18053,117,2,2022-10-20,Pagamento,Caixa Eletrônico,46.06,Pendente
1086358,18070,118,3,2026-08-02,Débito,Caixa Eletrônico,8588.44,Estornada
1086359,18087,119,4,2023-07-18,Crédito,Aplicativo,10916.39,Concluída
1086360,18104,120,5,2022-08-19,Débito,Agência,2732.09,Concluída
1086361,18121,101,1,2024-09-15,Crédito,Internet Banking,4598.67,Pendente
1086362,18138,102,2,2022-07-19,Pagamento,Aplicativo,14613.21,Concluída
1086363,18155,103,3,2024-03-13,Crédito,Internet Banking,12757.20,Concluída
1086364,18172,104,4,2025-07-31,Pagamento,Caixa Eletrônico,14210.70,Concluída
1086365,18189,105,5,2024-12-12,Crédito,Caixa Eletrônico,5676.51,Estornada
1086366,18206,106,1,2023-09-01,Pagamento,Caixa Eletrônico,1122.48,Concluída
1086367,18223,107,2,2022-08-04,Crédito,Caixa Eletrônico,10261.19,Concluída
1086368,18240,108,3,2022-05-13,Pagamento,Agência,9299.20,Pendente
1086369,18257,109,4,2022-01-31,Débito,Aplicativo,9803.12,Concluída
1086370,18274,110,5,2025-09-22,Pagamento,Internet Banking,7375.97,Pendente
1086371,18291,111,1,2023-03-08,Crédito,Agência,7172.75,Pendente
1086372,18308,112,2,2026-08-18,Pagamento,Internet Banking,14163.03,Pendente
1086373,18325,113,3,2024-07-19,Pagamento,Aplicativo,14327.94,Pendente
1086374,18342,114,4,2025-06-24,Pagamento,Internet Banking,4919.59,Concluída
1086375,18359,115,5,2023-11-27,Transferência,Internet Banking,1778.40,Concluída
1086376,18376,116,1,2022-04-08,Transferência,Agência,11410.65,Concluída
1086377,18393,117,2,2026-01-04,Transferência,Caixa Eletrônico,13163.77,Concluída
1086378,18410,118,3,2022-05-29,Crédito,Caixa Eletrônico,5692.43,Concluída
1086379,18427,119,4,2022-11-23,Transferência,Cartão,11073.24,Estornada
1086380,18444,120,5,2026-02-26,Transferência,Aplicativo,7674.48,Estornada
1086381,18461,101,1,2025-11-10,Crédito,Caixa Eletrônico,781.78,Concluída
1086382,18478,102,2,2022-04-09,Débito,Agência,8073.45,Concluída
1086383,18495,103,3,2022-10-16,Crédito,Cartão,3331.93,Pendente
1086384,18512,104,4,2024-05-08,Pagamento,Cartão,10006.40,Concluída
1086385,18529,105,5,2026-04-01,Crédito,Cartão,13122.82,Concluída
1086386,18546,106,1,2026-01-01,Débito,Internet Banking,2278.60,Concluída
1086387,18563,107,2,2024-07-28,Débito,Agência,12040.15,Concluída
1086388,18580,108,3,2023-04-16,Transferência,Caixa Eletrônico,14412.75,Concluída
1086389,18597,109,4,2023-03-16,Débito,Caixa Eletrônico,7912.90,Estornada
1086390,18614,110,5,2023-09-01,Débito,Caixa Eletrônico,5352.45,Concluída
1086391,18631,111,1,2024-02-07,Crédito,Aplicativo,3126.07,Concluída
1086392,18648,112,2,2023-12-08,Pagamento,Aplicativo,8637.54,Concluída
1086393,18665,113,3,2025-08-20,Crédito,Cartão,5414.33,Estornada
1086394,18682,114,4,2024-07-04,Crédito,Agência,9777.60,Concluída
1086395,18699,115,5,2025-10-31,Débito,Internet Banking,870.16,Estornada
1086396,18716,116,1,2023-01-08,Débito,Aplicativo,10046.23,Concluída
1086397,18733,117,2,2022-05-20,Pagamento,Cartão,14692.62,Concluída
1086398,18750,118,3,2025-05-22,Débito,Cartão,3383.50,Pendente
1086399,18767,119,4,2024-05-27,Transferência,Agência,6945.62,Estornada
1086400,18784,120,5,2026-09-19,Pagamento,Caixa Eletrônico,13261.28,Concluída
1086401,18801,101,1,2023-07-13,Débito,Caixa Eletrônico,8983.32,Concluída
1086402,18818,102,2,2026-02-02,Pagamento,Internet Banking,12055.26,Concluída
1086403,18835,103,3,2026-01-23,Pagamento,Cartão,540.06,Concluída
1086404,18852,104,4,2023-06-15,Pagamento,Agência,10854.45,Concluída
1086405,18869,105,5,2023-09-01,Transferência,Aplicativo,7561.36,Estornada
1086406,18886,106,1,2026-04-02,Transferência,Caixa Eletrônico,531.83,Concluída
1086407,18903,107,2,2023-02-14,Pagamento,Caixa Eletrônico,11358.21,Estornada
1086408,18920,108,3,2023-09-07,Pagamento,Internet Banking,14229.38,Estornada
1086409,18937,109,4,2025-11-01,Transferência,Agência,10369.52,Concluída
1086410,18954,110,5,2024-12-31,Débito,Internet Banking,10151.51,Concluída
1086411,18971,111,1,2025-11-20,Crédito,Cartão,6138.92,Concluída
1086412,18988,112,2,2025-11-04,Transferência,Aplicativo,5577.02,Concluída
1086413,19005,113,3,2026-04-28,Transferência,Internet Banking,256.08,Concluída
1086414,19022,114,4,2025-06-20,Transferência,Internet Banking,1456.63,Concluída
1086415,19039,115,5,2022-10-21,Crédito,Aplicativo,7843.69,Estornada
1086416,19056,116,1,2023-10-18,Transferência,Caixa Eletrônico,10450.01,Estornada
1086417,19073,117,2,2026-07-23,Pagamento,Cartão,6495.88,Concluída
1086418,19090,118,3,2022-10-16,Débito,Caixa Eletrônico,12937.87,Estornada
1086419,19107,119,4,2025-09-11,Transferência,Agência,712.38,Concluída
1086420,19124,120,5,2022-06-19,Pagamento,Aplicativo,4410.91,Concluída
1086421,19141,101,1,2024-09-25,Pagamento,Internet Banking,2092.27,Estornada
1086422,19158,102,2,2025-04-12,Débito,Caixa Eletrônico,6362.70,Pendente
1086423,19175,103,3,2023-06-01,Crédito,Caixa Eletrônico,2855.91,Estornada
1086424,19192,104,4,2024-07-09,Débito,Agência,748.04,Estornada
1086425,19209,105,5,2025-12-16,Crédito,Aplicativo,10906.68,Concluída
1086426,19226,106,1,2024-11-05,Débito,Cartão,2470.74,Estornada
1086427,19243,107,2,2023-03-23,Pagamento,Internet Banking,2034.21,Pendente
1086428,19260,108,3,2022-04-12,Débito,Aplicativo,10221.24,Pendente
1086429,19277,109,4,2026-01-17,Pagamento,Internet Banking,9675.76,Estornada
1086430,19294,110,5,2023-11-25,Pagamento,Agência,4938.04,Concluída
1086431,19311,111,1,2025-09-19,Débito,Internet Banking,8831.51,Pendente
1086432,19328,112,2,2025-02-26,Crédito,Agência,2403.82,Concluída
1086433,19345,113,3,2025-03-25,Débito,Internet Banking,8460.40,Concluída
1086434,19362,114,4,2022-03-30,Transferência,Cartão,8995.73,Concluída
1086435,19379,115,5,2025-03-16,Débito,Caixa Eletrônico,5349.96,Pendente
1086436,19396,116,1,2024-06-02,Pagamento,Cartão,1935.53,Pendente
1086437,19413,117,2,2024-05-31,Pagamento,Agência,7049.09,Concluída
1086438,19430,118,3,2023-10-06,Débito,Cartão,4967.34,Concluída
1086439,19447,119,4,2023-09-15,Crédito,Caixa Eletrônico,6145.97,Concluída
1086440,19464,120,5,2022-12-24,Débito,Aplicativo,6900.32,Concluída
1086441,19481,101,1,2022-10-09,Transferência,Agência,8427.24,Concluída
1086442,19498,102,2,2023-11-19,Débito,Internet Banking,10697.86,Concluída
1086443,19515,103,3,2023-02-05,Crédito,Aplicativo,2032.89,Concluída
1086444,19532,104,4,2024-07-03,Transferência,Internet Banking,5096.26,Concluída
1086445,19549,105,5,2026-10-09,Crédito,Agência,4262.69,Concluída
1086446,19566,106,1,2025-01-31,Transferência,Aplicativo,5651.39,Estornada
1086447,19583,107,2,2026-01-26,Crédito,Caixa Eletrônico,10971.88,Estornada
1086448,19600,108,3,2022-03-08,Crédito,Aplicativo,7833.75,Estornada
1086449,19617,109,4,2026-12-29,Débito,Internet Banking,1056.33,Pendente
1086450,19634,110,5,2023-12-27,Pagamento,Caixa Eletrônico,3082.74,Estornada
1086451,19651,111,1,2022-11-02,Débito,Aplicativo,14172.05,Pendente
1086452,19668,112,2,2023-09-25,Transferência,Internet Banking,9652.05,Pendente
1086453,19685,113,3,2025-03-20,Transferência,Agência,9405.67,Concluída
1086454,19702,114,4,2024-10-02,Débito,Cartão,5602.53,Estornada
1086455,19719,115,5,2026-10-19,Crédito,Aplicativo,9119.32,Pendente
1086456,19736,116,1,2025-08-31,Pagamento,Aplicativo,11017.65,Pendente
1086457,19753,117,2,2025-09-26,Crédito,Agência,12547.67,Concluída
1086458,19770,118,3,2024-11-13,Transferência,Internet Banking,13063.64,Estornada
1086459,19787,119,4,2023-09-10,Crédito,Cartão,10137.48,Concluída
1086460,19804,120,5,2025-10-23,Débito,Aplicativo,4897.10,Pendente
