pagamento_id,emprestimo_id,cliente_id,data_vencimento,data_pagamento,numero_parcela,valor_parcela,status_pagamento
9050342,505035,16259,2025-02-19,2025-02-17,2,1754.13,Pago
9050343,505035,16259,2025-03-19,2025-03-17,3,1754.13,Pago
9050344,505035,16259,2025-04-19,,4,1754.13,Pendente
9050345,505035,16259,2025-05-19,2025-05-27,5,1754.13,Em atraso
9050346,505035,16259,2025-06-19,2025-06-17,6,1754.13,Pago
9050347,505035,16259,2025-07-19,2025-07-17,7,1754.13,Pago
9050348,505035,16259,2025-08-19,2025-08-17,8,1754.13,Pago
9050349,505035,16259,2025-09-19,2025-09-17,9,1754.13,Pago
9050350,505035,16259,2025-10-19,2025-10-17,10,1754.13,Pago
9050351,505036,16296,2025-01-20,2025-01-18,1,9173.52,Pago
9050352,505036,16296,2025-02-20,2025-02-18,2,9173.52,Pago
9050353,505036,16296,2025-03-20,2025-03-18,3,9173.52,Pago
9050354,505036,16296,2025-04-20,2025-04-18,4,9173.52,Pago
9050355,505036,16296,2025-05-20,2025-05-18,5,9173.52,Pago
9050356,505036,16296,2025-06-20,2025-06-18,6,9173.52,Pago
9050357,505036,16296,2025-07-20,2025-07-18,7,9173.52,Pago
9050358,505036,16296,2025-08-20,2025-08-18,8,9173.52,Pago
9050359,505036,16296,2025-09-20,2025-09-18,9,9173.52,Pago
9050360,505036,16296,2025-10-20,2025-10-18,10,9173.52,Pago
9050361,505037,16333,2025-01-21,2025-01-19,1,443.21,Pago
9050362,505037,16333,2025-02-21,2025-02-19,2,443.21,Pago
9050363,505037,16333,2025-03-21,2025-03-19,3,443.21,Pago
9050364,505037,16333,2025-04-21,2025-04-19,4,443.21,Pago
9050365,505037,16333,2025-05-21,2025-05-19,5,443.21,Pago
9050366,505037,16333,2025-06-21,2025-06-19,6,443.21,Pago
9050367,505037,16333,2025-07-21,2025-07-19,7,443.21,Pago
9050368,505037,16333,2025-08-21,2025-08-19,8,443.21,Pago
9050369,505037,16333,2025-09-21,2025-09-19,9,443.21,Pago
9050370,505037,16333,2025-10-21,2025-10-19,10,443.21,Pago
9050371,505038,16370,2025-01-22,2025-01-20,1,1818.17,Pago
9050372,505038,16370,2025-02-22,2025-02-20,2,1818.17,Pago
9050373,505038,16370,2025-03-22,2025-03-20,3,1818.17,Pago
9050374,505038,16370,2025-04-22,2025-04-30,4,1818.17,Em atraso
9050375,505038,16370,2025-05-22,2025-05-20,5,1818.17,Pago
9050376,505038,16370,2025-06-22,2025-06-20,6,1818.17,Pago
9050377,505038,16370,2025-07-22,2025-07-20,7,1818.17,Pago
9050378,505038,16370,2025-08-22,2025-08-20,8,1818.17,Pago
9050379,505038,16370,2025-09-22,2025-09-20,9,1818.17,Pago
9050380,505038,16370,2025-10-22,2025-10-20,10,1818.17,Pago
9050381,505039,16407,2025-01-23,2025-01-21,1,1280.21,Pago
9050382,505039,16407,2025-02-23,2025-02-21,2,1280.21,Pago
9050383,505039,16407,2025-03-23,2025-03-21,3,1280.21,Pago
9050384,505039,16407,2025-04-23,2025-04-21,4,1280.21,Pago
9050385,505039,16407,2025-05-23,2025-05-21,5,1280.21,Pago
9050386,505039,16407,2025-06-23,2025-06-21,6,1280.21,Pago
9050387,505039,16407,2025-07-23,2025-07-21,7,1280.21,Pago
9050388,505039,16407,2025-08-23,2025-08-21,8,1280.21,Pago
9050389,505039,16407,2025-09-23,2025-09-21,9,1280.21,Pago
9050390,505039,16407,2025-10-23,2025-10-21,10,1280.21,Pago
9050391,505040,16444,2025-01-24,2025-01-22,1,9326.56,Pago
9050392,505040,16444,2025-02-24,2025-02-22,2,9326.56,Pago
9050393,505040,16444,2025-03-24,2025-03-22,3,9326.56,Pago
9050394,505040,16444,2025-04-24,2025-04-22,4,9326.56,Pago
9050395,505040,16444,2025-05-24,2025-05-22,5,9326.56,Pago
9050396,505040,16444,2025-06-24,2025-06-22,6,9326.56,Pago
9050397,505040,16444,2025-07-24,2025-07-22,7,9326.56,Pago
9050398,505040,16444,2025-08-24,2025-08-22,8,9326.56,Pago
9050399,505040,16444,2025-09-24,2025-09-22,9,9326.56,Pago
9050400,505040,16444,2025-10-24,2025-10-22,10,9326.56,Pago
9050401,505041,16481,2025-01-10,2025-01-08,1,261.28,Pago
9050402,505041,16481,2025-02-10,2025-02-08,2,261.28,Pago
9050403,505041,16481,2025-03-10,2025-03-18,3,261.28,Em atraso
9050404,505041,16481,2025-04-10,2025-04-08,4,261.28,Pago
9050405,505041,16481,2025-05-10,2025-05-08,5,261.28,Pago
9050406,505041,16481,2025-06-10,2025-06-08,6,261.28,Pago
9050407,505041,16481,2025-07-10,2025-07-08,7,261.28,Pago
9050408,505041,16481,2025-08-10,2025-08-08,8,261.28,Pago
9050409,505041,16481,2025-09-10,2025-09-08,9,261.28,Pago
9050410,505041,16481,2025-10-10,2025-10-08,10,261.28,Pago
9050411,505042,16518,2025-01-11,2025-01-09,1,12666.85,Pago
9050412,505042,16518,2025-02-11,2025-02-09,2,12666.85,Pago
9050413,505042,16518,2025-03-11,2025-03-09,3,12666.85,Pago
9050414,505042,16518,2025-04-11,2025-04-09,4,12666.85,Pago
9050415,505042,16518,2025-05-11,2025-05-09,5,12666.85,Pago
9050416,505042,16518,2025-06-11,2025-06-09,6,12666.85,Pago
9050417,505042,16518,2025-07-11,2025-07-09,7,12666.85,Pago
9050418,505042,16518,2025-08-11,2025-08-09,8,12666.85,Pago
9050419,505042,16518,2025-09-11,2025-09-09,9,12666.85,Pago
9050420,505042,16518,2025-10-11,2025-10-09,10,12666.85,Pago
9050421,505043,16555,2025-01-12,2025-01-10,1,4174.81,Pago
9050422,505043,16555,2025-02-12,2025-02-10,2,4174.81,Pago
9050423,505043,16555,2025-03-12,2025-03-10,3,4174.81,Pago
9050424,505043,16555,2025-04-12,2025-04-10,4,4174.81,Pago
9050425,505043,16555,2025-05-12,2025-05-10,5,4174.81,Pago
9050426,505043,16555,2025-06-12,2025-06-10,6,4174.81,Pago
9050427,505043,16555,2025-07-12,2025-07-10,7,4174.81,Pago
9050428,505043,16555,2025-08-12,2025-08-10,8,4174.81,Pago
9050429,505043,16555,2025-09-12,2025-09-10,9,4174.81,Pago
9050430,505043,16555,2025-10-12,2025-10-10,10,4174.81,Pago
9050431,505044,16592,2025-01-13,2025-01-11,1,2706.94,Pago
9050432,505044,16592,2025-02-13,2025-02-21,2,2706.94,Em atraso
9050433,505044,16592,2025-03-13,2025-03-11,3,2706.94,Pago
9050434,505044,16592,2025-04-13,2025-04-11,4,2706.94,Pago
9050435,505044,16592,2025-05-13,2025-05-11,5,2706.94,Pago
9050436,505044,16592,2025-06-13,2025-06-11,6,2706.94,Pago
9050437,505044,16592,2025-07-13,2025-07-11,7,2706.94,Pago
9050438,505044,16592,2025-08-13,2025-08-11,8,2706.94,Pago
9050439,505044,16592,2025-09-13,2025-09-11,9,2706.94,Pago
9050440,505044,16592,2025-10-13,2025-10-11,10,2706.94,Pago
9050441,505045,16629,2025-01-14,,1,401.02,Pendente
9050442,505045,16629,2025-02-14,2025-02-12,2,401.02,Pago
9050443,505045,16629,2025-03-14,2025-03-12,3,401.02,Pago
9050444,505045,16629,2025-04-14,2025-04-12,4,401.02,Pago
9050445,505045,16629,2025-05-14,2025-05-12,5,401.02,Pago
9050446,505045,16629,2025-06-14,2025-06-12,6,401.02,Pago
9050447,505045,16629,2025-07-14,2025-07-12,7,401.02,Pago
9050448,505045,16629,2025-08-14,2025-08-12,8,401.02,Pago
9050449,505045,16629,2025-09-14,2025-09-12,9,401.02,Pago
9050450,505045,16629,2025-10-14,2025-10-12,10,401.02,Pago
9050451,505046,16666,2025-01-15,2025-01-13,1,599.86,Pago
9050452,505046,16666,2025-02-15,2025-02-13,2,599.86,Pago
9050453,505046,16666,2025-03-15,2025-03-13,3,599.86,Pago
9050454,505046,16666,2025-04-15,2025-04-13,4,599.86,Pago
9050455,505046,16666,2025-05-15,2025-05-13,5,599.86,Pago
9050456,505046,16666,2025-06-15,2025-06-13,6,599.86,Pago
9050457,505046,16666,2025-07-15,2025-07-13,7,599.86,Pago
9050458,505046,16666,2025-08-15,2025-08-13,8,599.86,Pago
9050459,505046,16666,2025-09-15,2025-09-13,9,599.86,Pago
9050460,505046,16666,2025-10-15,2025-10-13,10,599.86,Pago
9050461,505047,16703,2025-01-16,2025-01-24,1,2723.23,Em atraso
9050462,505047,16703,2025-02-16,2025-02-14,2,2723.23,Pago
9050463,505047,16703,2025-03-16,2025-03-14,3,2723.23,Pago
9050464,505047,16703,2025-04-16,2025-04-14,4,2723.23,Pago
9050465,505047,16703,2025-05-16,2025-05-14,5,2723.23,Pago
9050466,505047,16703,2025-06-16,2025-06-14,6,2723.23,Pago
9050467,505047,16703,2025-07-16,2025-07-14,7,2723.23,Pago
9050468,505047,16703,2025-08-16,2025-08-14,8,2723.23,Pago
9050469,505047,16703,2025-09-16,2025-09-14,9,2723.23,Pago
9050470,505047,16703,2025-10-16,2025-10-14,10,2723.23,Pago
9050471,505048,16740,2025-01-17,2025-01-15,1,1980.34,Pago
9050472,505048,16740,2025-02-17,2025-02-15,2,1980.34,Pago
9050473,505048,16740,2025-03-17,2025-03-15,3,1980.34,Pago
9050474,505048,16740,2025-04-17,2025-04-15,4,1980.34,Pago
9050475,505048,16740,2025-05-17,2025-05-15,5,1980.34,Pago
9050476,505048,16740,2025-06-17,2025-06-15,6,1980.34,Pago
9050477,505048,16740,2025-07-17,2025-07-15,7,1980.34,Pago
9050478,505048,16740,2025-08-17,2025-08-15,8,1980.34,Pago
9050479,505048,16740,2025-09-17,2025-09-15,9,1980.34,Pago
9050480,505048,16740,2025-10-17,2025-10-15,10,1980.34,Pago
9050481,505049,16777,2025-01-18,2025-01-16,1,15853.36,Pago
9050482,505049,16777,2025-02-18,2025-02-16,2,15853.36,Pago
9050483,505049,16777,2025-03-18,2025-03-16,3,15853.36,Pago
9050484,505049,16777,2025-04-18,2025-04-16,4,15853.36,Pago
9050485,505049,16777,2025-05-18,2025-05-16,5,15853.36,Pago
9050486,505049,16777,2025-06-18,2025-06-16,6,15853.36,Pago
9050487,505049,16777,2025-07-18,2025-07-16,7,15853.36,Pago
9050488,505049,16777,2025-08-18,2025-08-16,8,15853.36,Pago
9050489,505049,16777,2025-09-18,2025-09-16,9,15853.36,Pago
9050490,505049,16777,2025-10-18,2025-10-26,10,15853.36,Em atraso
9050491,505050,16814,2025-01-19,2025-01-17,1,1203.67,Pago
9050492,505050,16814,2025-02-19,2025-02-17,2,1203.67,Pago
9050493,505050,16814,2025-03-19,2025-03-17,3,1203.67,Pago
9050494,505050,16814,2025-04-19,2025-04-17,4,1203.67,Pago
9050495,505050,16814,2025-05-19,2025-05-17,5,1203.67,Pago
9050496,505050,16814,2025-06-19,2025-06-17,6,1203.67,Pago
9050497,505050,16814,2025-07-19,2025-07-17,7,1203.67,Pago
9050498,505050,16814,2025-08-19,2025-08-17,8,1203.67,Pago
9050499,505050,16814,2025-09-19,2025-09-17,9,1203.67,Pago
9050500,505050,16814,2025-10-19,2025-10-17,10,1203.67,Pago
9050501,505051,16851,2025-01-20,2025-01-18,1,1408.23,Pago
9050502,505051,16851,2025-02-20,2025-02-18,2,1408.23,Pago
9050503,505051,16851,2025-03-20,2025-03-18,3,1408.23,Pago
9050504,505051,16851,2025-04-20,2025-04-18,4,1408.23,Pago
9050505,505051,16851,2025-05-20,2025-05-18,5,1408.23,Pago
9050506,505051,16851,2025-06-20,2025-06-18,6,1408.23,Pago
9050507,505051,16851,2025-07-20,2025-07-18,7,1408.23,Pago
9050508,505051,16851,2025-08-20,2025-08-18,8,1408.23,Pago
9050509,505051,16851,2025-09-20,2025-09-18,9,1408.23,Pago
9050510,505051,16851,2025-10-20,2025-10-18,10,1408.23,Pago
9050511,505052,16888,2025-01-21,2025-01-19,1,3429.08,Pago
9050512,505052,16888,2025-02-21,2025-02-19,2,3429.08,Pago
9050513,505052,16888,2025-03-21,2025-03-19,3,3429.08,Pago
9050514,505052,16888,2025-04-21,2025-04-19,4,3429.08,Pago
9050515,505052,16888,2025-05-21,2025-05-19,5,3429.08,Pago
9050516,505052,16888,2025-06-21,2025-06-19,6,3429.08,Pago
9050517,505052,16888,2025-07-21,2025-07-19,7,3429.08,Pago
9050518,505052,16888,2025-08-21,2025-08-19,8,3429.08,Pago
9050519,505052,16888,2025-09-21,2025-09-29,9,3429.08,Em atraso
9050520,505052,16888,2025-10-21,2025-10-19,10,3429.08,Pago
9050521,505053,16925,2025-01-22,2025-01-20,1,238.59,Pago
9050522,505053,16925,2025-02-22,2025-02-20,2,238.59,Pago
9050523,505053,16925,2025-03-22,2025-03-20,3,238.59,Pago
9050524,505053,16925,2025-04-22,2025-04-20,4,238.59,Pago
9050525,505053,16925,2025-05-22,2025-05-20,5,238.59,Pago
9050526,505053,16925,2025-06-22,2025-06-20,6,238.59,Pago
9050527,505053,16925,2025-07-22,2025-07-20,7,238.59,Pago
9050528,505053,16925,2025-08-22,2025-08-20,8,238.59,Pago
9050529,505053,16925,2025-09-22,2025-09-20,9,238.59,Pago
9050530,505053,16925,2025-10-22,2025-10-20,10,238.59,Pago
9050531,505054,16962,2025-01-23,2025-01-21,1,642.76,Pago
9050532,505054,16962,2025-02-23,2025-02-21,2,642.76,Pago
9050533,505054,16962,2025-03-23,2025-03-21,3,642.76,Pago
9050534,505054,16962,2025-04-23,2025-04-21,4,642.76,Pago
9050535,505054,16962,2025-05-23,2025-05-21,5,642.76,Pago
9050536,505054,16962,2025-06-23,2025-06-21,6,642.76,Pago
9050537,505054,16962,2025-07-23,2025-07-21,7,642.76,Pago
9050538,505054,16962,2025-08-23,,8,642.76,Pendente
9050539,505054,16962,2025-09-23,2025-09-21,9,642.76,Pago
9050540,505054,16962,2025-10-23,2025-10-21,10,642.76,Pago
9050541,505055,16999,2025-01-24,2025-01-22,1,8748.03,Pago
9050542,505055,16999,2025-02-24,2025-02-22,2,8748.03,Pago
9050543,505055,16999,2025-03-24,2025-03-22,3,8748.03,Pago
9050544,505055,16999,2025-04-24,2025-04-22,4,8748.03,Pago
9050545,505055,16999,2025-05-24,2025-05-22,5,8748.03,Pago
9050546,505055,16999,2025-06-24,2025-06-22,6,8748.03,Pago
9050547,505055,16999,2025-07-24,2025-07-22,7,8748.03,Pago
9050548,505055,16999,2025-08-24,2025-09-01,8,8748.03,Em atraso
9050549,505055,16999,2025-09-24,2025-09-22,9,8748.03,Pago
9050550,505055,16999,2025-10-24,2025-10-22,10,8748.03,Pago
9050551,505056,17036,2025-01-10,2025-01-08,1,10070.22,Pago
9050552,505056,17036,2025-02-10,2025-02-08,2,10070.22,Pago
9050553,505056,17036,2025-03-10,2025-03-08,3,10070.22,Pago
9050554,505056,17036,2025-04-10,2025-04-08,4,10070.22,Pago
9050555,505056,17036,2025-05-10,2025-05-08,5,10070.22,Pago
9050556,505056,17036,2025-06-10,2025-06-08,6,10070.22,Pago
9050557,505056,17036,2025-07-10,2025-07-08,7,10070.22,Pago
9050558,505056,17036,2025-08-10,2025-08-08,8,10070.22,Pago
9050559,505056,17036,2025-09-10,2025-09-08,9,10070.22,Pago
9050560,505056,17036,2025-10-10,2025-10-08,10,10070.22,Pago
9050561,505057,17073,2025-01-11,2025-01-09,1,1654.28,Pago
9050562,505057,17073,2025-02-11,2025-02-09,2,1654.28,Pago
9050563,505057,17073,2025-03-11,2025-03-09,3,1654.28,Pago
9050564,505057,17073,2025-04-11,2025-04-09,4,1654.28,Pago
9050565,505057,17073,2025-05-11,2025-05-09,5,1654.28,Pago
9050566,505057,17073,2025-06-11,2025-06-09,6,1654.28,Pago
9050567,505057,17073,2025-07-11,2025-07-09,7,1654.28,Pago
9050568,505057,17073,2025-08-11,2025-08-09,8,1654.28,Pago
9050569,505057,17073,2025-09-11,2025-09-09,9,1654.28,Pago
9050570,505057,17073,2025-10-11,2025-10-09,10,1654.28,Pago
9050571,505058,17110,2025-01-12,2025-01-10,1,994.42,Pago
9050572,505058,17110,2025-02-12,2025-02-10,2,994.42,Pago
9050573,505058,17110,2025-03-12,2025-03-10,3,994.42,Pago
9050574,505058,17110,2025-04-12,2025-04-10,4,994.42,Pago
9050575,505058,17110,2025-05-12,2025-05-10,5,994.42,Pago
9050576,505058,17110,2025-06-12,2025-06-10,6,994.42,Pago
9050577,505058,17110,2025-07-12,2025-07-20,7,994.42,Em atraso
9050578,505058,17110,2025-08-12,2025-08-10,8,994.42,Pago
9050579,505058,17110,2025-09-12,2025-09-10,9,994.42,Pago
9050580,505058,17110,2025-10-12,2025-10-10,10,994.42,Pago
9050581,505059,17147,2025-01-13,2025-01-11,1,13333.16,Pago
9050582,505059,17147,2025-02-13,2025-02-11,2,13333.16,Pago
9050583,505059,17147,2025-03-13,2025-03-11,3,13333.16,Pago
9050584,505059,17147,2025-04-13,2025-04-11,4,13333.16,Pago
9050585,505059,17147,2025-05-13,2025-05-11,5,13333.16,Pago
9050586,505059,17147,2025-06-13,2025-06-11,6,13333.16,Pago
9050587,505059,17147,2025-07-13,2025-07-11,7,13333.16,Pago
9050588,505059,17147,2025-08-13,2025-08-11,8,13333.16,Pago
9050589,505059,17147,2025-09-13,2025-09-11,9,13333.16,Pago
9050590,505059,17147,2025-10-13,2025-10-11,10,13333.16,Pago
9050591,505060,17184,2025-01-14,2025-01-12,1,1276.52,Pago
9050592,505060,17184,2025-02-14,2025-02-12,2,1276.52,Pago
9050593,505060,17184,2025-03-14,2025-03-12,3,1276.52,Pago
9050594,505060,17184,2025-04-14,2025-04-12,4,1276.52,Pago
9050595,505060,17184,2025-05-14,2025-05-12,5,1276.52,Pago
9050596,505060,17184,2025-06-14,2025-06-12,6,1276.52,Pago
9050597,505060,17184,2025-07-14,2025-07-12,7,1276.52,Pago
9050598,505060,17184,2025-08-14,2025-08-12,8,1276.52,Pago
9050599,505060,17184,2025-09-14,2025-09-12,9,1276.52,Pago
9050600,505060,17184,2025-10-14,2025-10-12,10,1276.52,Pago
9050601,505061,17221,2025-01-15,2025-01-13,1,4844.07,Pago
9050602,505061,17221,2025-02-15,2025-02-13,2,4844.07,Pago
9050603,505061,17221,2025-03-15,2025-03-13,3,4844.07,Pago
9050604,505061,17221,2025-04-15,2025-04-13,4,4844.07,Pago
9050605,505061,17221,2025-05-15,2025-05-13,5,4844.07,Pago
9050606,505061,17221,2025-06-15,2025-06-23,6,4844.07,Em atraso
9050607,505061,17221,2025-07-15,2025-07-13,7,4844.07,Pago
9050608,505061,17221,2025-08-15,2025-08-13,8,4844.07,Pago
9050609,505061,17221,2025-09-15,2025-09-13,9,4844.07,Pago
9050610,505061,17221,2025-10-15,2025-10-13,10,4844.07,Pago
9050611,505062,17258,2025-01-16,2025-01-14,1,3545.19,Pago
9050612,505062,17258,2025-02-16,2025-02-14,2,3545.19,Pago
9050613,505062,17258,2025-03-16,2025-03-14,3,3545.19,Pago
9050614,505062,17258,2025-04-16,2025-04-14,4,3545.19,Pago
9050615,505062,17258,2025-05-16,2025-05-14,5,3545.19,Pago
9050616,505062,17258,2025-06-16,2025-06-14,6,3545.19,Pago
9050617,505062,17258,2025-07-16,2025-07-14,7,3545.19,Pago
9050618,505062,17258,2025-08-16,2025-08-14,8,3545.19,Pago
9050619,505062,17258,2025-09-16,2025-09-14,9,3545.19,Pago
9050620,505062,17258,2025-10-16,2025-10-14,10,3545.19,Pago
9050621,505063,17295,2025-01-17,2025-01-15,1,8945.72,Pago
9050622,505063,17295,2025-02-17,2025-02-15,2,8945.72,Pago
9050623,505063,17295,2025-03-17,2025-03-15,3,8945.72,Pago
9050624,505063,17295,2025-04-17,2025-04-15,4,8945.72,Pago
9050625,505063,17295,2025-05-17,2025-05-15,5,8945.72,Pago
9050626,505063,17295,2025-06-17,2025-06-15,6,8945.72,Pago
9050627,505063,17295,2025-07-17,2025-07-15,7,8945.72,Pago
9050628,505063,17295,2025-08-17,2025-08-15,8,8945.72,Pago
9050629,505063,17295,2025-09-17,2025-09-15,9,8945.72,Pago
9050630,505063,17295,2025-10-17,2025-10-15,10,8945.72,Pago
9050631,505064,17332,2025-01-18,2025-01-16,1,4931.51,Pago
9050632,505064,17332,2025-02-18,2025-02-16,2,4931.51,Pago
9050633,505064,17332,2025-03-18,2025-03-16,3,4931.51,Pago
9050634,505064,17332,2025-04-18,2025-04-16,4,4931.51,Pago
9050635,505064,17332,2025-05-18,,5,4931.51,Pendente
9050636,505064,17332,2025-06-18,2025-06-16,6,4931.51,Pago
9050637,505064,17332,2025-07-18,2025-07-16,7,4931.51,Pago
9050638,505064,17332,2025-08-18,2025-08-16,8,4931.51,Pago
9050639,505064,17332,2025-09-18,2025-09-16,9,4931.51,Pago
9050640,505064,17332,2025-10-18,2025-10-16,10,4931.51,Pago
9050641,505065,17369,2025-01-19,2025-01-17,1,954.28,Pago
9050642,505065,17369,2025-02-19,2025-02-17,2,954.28,Pago
9050643,505065,17369,2025-03-19,2025-03-17,3,954.28,Pago
9050644,505065,17369,2025-04-19,2025-04-17,4,954.28,Pago
9050645,505065,17369,2025-05-19,2025-05-17,5,954.28,Pago
9050646,505065,17369,2025-06-19,2025-06-17,6,954.28,Pago
9050647,505065,17369,2025-07-19,2025-07-17,7,954.28,Pago
9050648,505065,17369,2025-08-19,2025-08-17,8,954.28,Pago
9050649,505065,17369,2025-09-19,2025-09-17,9,954.28,Pago
9050650,505065,17369,2025-10-19,2025-10-17,10,954.28,Pago
9050651,505066,17406,2025-01-20,2025-01-18,1,5250.26,Pago
9050652,505066,17406,2025-02-20,2025-02-18,2,5250.26,Pago
9050653,505066,17406,2025-03-20,2025-03-18,3,5250.26,Pago
9050654,505066,17406,2025-04-20,2025-04-18,4,5250.26,Pago
9050655,505066,17406,2025-05-20,2025-05-18,5,5250.26,Pago
9050656,505066,17406,2025-06-20,2025-06-18,6,5250.26,Pago
9050657,505066,17406,2025-07-20,2025-07-18,7,5250.26,Pago
9050658,505066,17406,2025-08-20,2025-08-18,8,5250.26,Pago
9050659,505066,17406,2025-09-20,2025-09-18,9,5250.26,Pago
9050660,505066,17406,2025-10-20,2025-10-18,10,5250.26,Pago
9050661,505067,17443,2025-01-21,2025-01-19,1,3135.91,Pago
9050662,505067,17443,2025-02-21,2025-02-19,2,3135.91,Pago
9050663,505067,17443,2025-03-21,2025-03-19,3,3135.91,Pago
9050664,505067,17443,2025-04-21,2025-04-29,4,3135.91,Em atraso
9050665,505067,17443,2025-05-21,2025-05-19,5,3135.91,Pago
9050666,505067,17443,2025-06-21,2025-06-19,6,3135.91,Pago
9050667,505067,17443,2025-07-21,2025-07-19,7,3135.91,Pago
9050668,505067,17443,2025-08-21,2025-08-19,8,3135.91,Pago
9050669,505067,17443,2025-09-21,2025-09-19,9,3135.91,Pago
9050670,505067,17443,2025-10-21,2025-10-19,10,3135.91,Pago
9050671,505068,17480,2025-01-22,2025-01-20,1,2046.43,Pago
9050672,505068,17480,2025-02-22,2025-02-20,2,2046.43,Pago
9050673,505068,17480,2025-03-22,2025-03-20,3,2046.43,Pago
9050674,505068,17480,2025-04-22,2025-04-20,4,2046.43,Pago
9050675,505068,17480,2025-05-22,2025-05-20,5,2046.43,Pago
9050676,505068,17480,2025-06-22,2025-06-20,6,2046.43,Pago
9050677,505068,17480,2025-07-22,2025-07-20,7,2046.43,Pago
9050678,505068,17480,2025-08-22,2025-08-20,8,2046.43,Pago
9050679,505068,17480,2025-09-22,2025-09-20,9,2046.43,Pago
9050680,505068,17480,2025-10-22,2025-10-20,10,2046.43,Pago
9050681,505069,17517,2025-01-23,2025-01-21,1,606.40,Pago
9050682,505069,17517,2025-02-23,2025-02-21,2,606.40,Pago
9050683,505069,17517,2025-03-23,2025-03-21,3,606.40,Pago
9050684,505069,17517,2025-04-23,2025-04-21,4,606.40,Pago
9050685,505069,17517,2025-05-23,2025-05-21,5,606.40,Pago
9050686,505069,17517,2025-06-23,2025-06-21,6,606.40,Pago
9050687,505069,17517,2025-07-23,2025-07-21,7,606.40,Pago
9050688,505069,17517,2025-08-23,2025-08-21,8,606.40,Pago
9050689,505069,17517,2025-09-23,2025-09-21,9,606.40,Pago
9050690,505069,17517,2025-10-23,2025-10-21,10,606.40,Pago
9050691,505070,17554,2025-01-24,2025-01-22,1,4021.97,Pago
9050692,505070,17554,2025-02-24,2025-02-22,2,4021.97,Pago
9050693,505070,17554,2025-03-24,2025-04-01,3,4021.97,Em atraso
9050694,505070,17554,2025-04-24,2025-04-22,4,4021.97,Pago
9050695,505070,17554,2025-05-24,2025-05-22,5,4021.97,Pago
9050696,505070,17554,2025-06-24,2025-06-22,6,4021.97,Pago
9050697,505070,17554,2025-07-24,2025-07-22,7,4021.97,Pago
9050698,505070,17554,2025-08-24,2025-08-22,8,4021.97,Pago
9050699,505070,17554,2025-09-24,2025-09-22,9,4021.97,Pago
9050700,505070,17554,2025-10-24,2025-10-22,10,4021.97,Pago
9050701,505071,17591,2025-01-10,2025-01-08,1,971.83,Pago
9050702,505071,17591,2025-02-10,2025-02-08,2,971.83,Pago
9050703,505071,17591,2025-03-10,2025-03-08,3,971.83,Pago
9050704,505071,17591,2025-04-10,2025-04-08,4,971.83,Pago
9050705,505071,17591,2025-05-10,2025-05-08,5,971.83,Pago
9050706,505071,17591,2025-06-10,2025-06-08,6,971.83,Pago
9050707,505071,17591,2025-07-10,2025-07-08,7,971.83,Pago
9050708,505071,17591,2025-08-10,2025-08-08,8,971.83,Pago
9050709,505071,17591,2025-09-10,2025-09-08,9,971.83,Pago
9050710,505071,17591,2025-10-10,2025-10-08,10,971.83,Pago
9050711,505072,17628,2025-01-11,2025-01-09,1,1839.81,Pago
9050712,505072,17628,2025-02-11,2025-02-09,2,1839.81,Pago
9050713,505072,17628,2025-03-11,2025-03-09,3,1839.81,Pago
9050714,505072,17628,2025-04-11,2025-04-09,4,1839.81,Pago
9050715,505072,17628,2025-05-11,2025-05-09,5,1839.81,Pago
9050716,505072,17628,2025-06-11,2025-06-09,6,1839.81,Pago
9050717,505072,17628,2025-07-11,2025-07-09,7,1839.81,Pago
9050718,505072,17628,2025-08-11,2025-08-09,8,1839.81,Pago
9050719,505072,17628,2025-09-11,2025-09-09,9,1839.81,Pago
9050720,505072,17628,2025-10-11,2025-10-09,10,1839.81,Pago
9050721,505073,17665,2025-01-12,2025-01-10,1,1290.62,Pago
9050722,505073,17665,2025-02-12,2025-02-20,2,1290.62,Em atraso
9050723,505073,17665,2025-03-12,2025-03-10,3,1290.62,Pago
9050724,505073,17665,2025-04-12,2025-04-10,4,1290.62,Pago
9050725,505073,17665,2025-05-12,2025-05-10,5,1290.62,Pago
9050726,505073,17665,2025-06-12,2025-06-10,6,1290.62,Pago
9050727,505073,17665,2025-07-12,2025-07-10,7,1290.62,Pago
9050728,505073,17665,2025-08-12,2025-08-10,8,1290.62,Pago
9050729,505073,17665,2025-09-12,2025-09-10,9,1290.62,Pago
9050730,505073,17665,2025-10-12,2025-10-10,10,1290.62,Pago
9050731,505074,17702,2025-01-13,2025-01-11,1,11191.68,Pago
9050732,505074,17702,2025-02-13,,2,11191.68,Pendente
9050733,505074,17702,2025-03-13,2025-03-11,3,11191.68,Pago
9050734,505074,17702,2025-04-13,2025-04-11,4,11191.68,Pago
9050735,505074,17702,2025-05-13,2025-05-11,5,11191.68,Pago
9050736,505074,17702,2025-06-13,2025-06-11,6,11191.68,Pago
9050737,505074,17702,2025-07-13,2025-07-11,7,11191.68,Pago
9050738,505074,17702,2025-08-13,2025-08-11,8,11191.68,Pago
9050739,505074,17702,2025-09-13,2025-09-11,9,11191.68,Pago
9050740,505074,17702,2025-10-13,2025-10-11,10,11191.68,Pago
9050741,505075,17739,2025-01-14,2025-01-12,1,4742.88,Pago
9050742,505075,17739,2025-02-14,2025-02-12,2,4742.88,Pago
