emprestimo_id,cliente_id,agencia_id,produto_id,data_contratacao,valor_contratado,quantidade_parcelas,taxa_mensal,status_emprestimo
504625,21089,105,4,2020-06-29,25764.96,48,0.0223,Quitado
504626,21126,106,3,2022-07-21,48148.07,60,0.0244,Ativo
504627,21163,107,4,2023-05-03,82784.85,24,0.0317,Ativo
504628,21200,108,4,2020-06-19,2904.84,18,0.0407,Ativo
504629,21237,109,4,2020-11-12,116560.90,24,0.0095,Ativo
504630,21274,110,4,2024-11-16,107944.68,12,0.0125,Ativo
504631,21311,111,3,2021-03-29,100519.37,60,0.0394,Ativo
504632,21348,112,3,2026-07-21,69806.58,24,0.0114,Quitado
504633,21385,113,4,2020-07-22,3650.97,60,0.0175,Ativo
504634,21422,114,3,2024-05-27,53937.90,36,0.0349,Ativo
504635,21459,115,3,2021-05-30,97242.38,36,0.0120,Em atraso
504636,21496,116,4,2021-07-18,53429.27,6,0.0139,Ativo
504637,21533,117,3,2023-08-02,87993.53,18,0.0170,Quitado
504638,21570,118,3,2025-05-05,87611.85,36,0.0265,Quitado
504639,21607,119,3,2023-01-21,110161.14,6,0.0204,Quitado
504640,21644,120,3,2022-01-19,113032.49,24,0.0335,Ativo
504641,21681,101,3,2022-04-04,94119.41,48,0.0165,Ativo
504642,21718,102,3,2024-05-04,106072.42,48,0.0284,Ativo
504643,21755,103,3,2021-05-06,8478.19,6,0.0248,Ativo
504644,21792,104,4,2025-10-25,92225.16,48,0.0402,Quitado
504645,21829,105,3,2024-11-11,51649.46,60,0.0437,Em atraso
504646,21866,106,4,2020-05-11,45799.21,60,0.0257,Ativo
504647,21903,107,4,2023-01-29,17502.70,24,0.0186,Em atraso
504648,21940,108,3,2021-10-28,89561.19,6,0.0150,Em atraso
504649,21977,109,3,2020-11-05,64499.65,12,0.0149,Quitado
504650,22014,110,4,2021-07-02,25584.99,18,0.0409,Ativo
504651,22051,111,3,2020-10-28,30449.31,24,0.0270,Ativo
504652,22088,112,4,2025-04-30,114322.69,12,0.0227,Em atraso
504653,22125,113,4,2023-05-17,57773.60,60,0.0187,Ativo
504654,22162,114,3,2020-10-07,50662.65,48,0.0282,Quitado
504655,22199,115,3,2023-06-15,87924.43,60,0.0271,Quitado
504656,22236,116,3,2025-11-05,17490.70,36,0.0157,Ativo
504657,22273,117,4,2021-05-16,97342.73,12,0.0323,Ativo
504658,22310,118,3,2024-10-04,111019.68,6,0.0240,Ativo
504659,22347,119,3,2024-02-27,2100.10,6,0.0386,Em atraso
504660,22384,120,4,2023-01-24,54903.37,18,0.0333,Quitado
504661,22421,101,4,2022-12-26,92113.76,36,0.0168,Quitado
504662,22458,102,3,2023-04-23,78900.07,36,0.0280,Ativo
504663,22495,103,4,2024-11-09,29575.29,6,0.0310,Em atraso
504664,22532,104,3,2024-09-10,59601.68,18,0.0273,Ativo
504665,22569,105,4,2022-06-26,68983.87,48,0.0406,Ativo
504666,22606,106,4,2026-01-18,119493.82,60,0.0355,Quitado
504667,22643,107,3,2026-02-02,93924.72,24,0.0356,Em atraso
504668,22680,108,3,2020-04-07,79362.62,36,0.0131,Quitado
504669,22717,109,4,2023-08-04,68483.19,24,0.0114,Em atraso
504670,22754,110,4,2025-12-07,67813.85,60,0.0104,Ativo
504671,22791,111,3,2024-04-22,56935.25,24,0.0402,Quitado
504672,22828,112,3,2021-11-08,99419.91,6,0.0229,Ativo
504673,22865,113,3,2021-04-05,18104.97,48,0.0316,Ativo
504674,22902,114,4,2022-09-02,32760.47,12,0.0094,Ativo
504675,22939,115,3,2023-08-14,86529.63,60,0.0175,Quitado
504676,22976,116,3,2024-09-30,40372.20,6,0.0328,Ativo
504677,23013,117,4,2025-11-23,59323.07,18,0.0120,Ativo
504678,23050,118,4,2022-02-12,86373.35,60,0.0369,Ativo
504679,23087,119,3,2026-12-23,50377.88,24,0.0171,Ativo
504680,23124,120,4,2021-01-17,31278.77,48,0.0431,Em atraso
504681,23161,101,4,2025-01-01,19297.11,60,0.0145,Em atraso
504682,23198,102,3,2025-08-06,109270.95,24,0.0162,Em atraso
504683,23235,103,4,2020-10-18,77196.09,6,0.0404,Em atraso
504684,23272,104,4,2024-03-16,5942.75,24,0.0277,Ativo
504685,23309,105,4,2022-04-07,50265.00,36,0.0272,Ativo
504686,23346,106,3,2023-03-01,30277.46,48,0.0161,Em atraso
504687,23383,107,4,2023-01-03,24732.78,60,0.0147,Ativo
504688,23420,108,4,2020-07-09,50381.78,6,0.0358,Ativo
504689,23457,109,3,2021-01-27,56623.05,24,0.0141,Em atraso
504690,23494,110,4,2025-10-17,103237.30,12,0.0336,Ativo
504691,23531,111,4,2026-07-21,115442.68,12,0.0398,Ativo
504692,23568,112,3,2022-07-13,73486.27,24,0.0234,Ativo
504693,23605,113,3,2022-07-01,51693.52,12,0.0275,Ativo
504694,23642,114,3,2024-07-12,31017.03,36,0.0332,Ativo
504695,23679,115,3,2020-04-27,2848.10,48,0.0340,Ativo
504696,23716,116,4,2021-05-19,109865.05,36,0.0118,Quitado
504697,23753,117,4,2023-09-05,16179.73,12,0.0337,Quitado
504698,23790,118,4,2023-07-16,30694.83,48,0.0312,Quitado
504699,23827,119,3,2024-07-03,76587.76,60,0.0380,Ativo
504700,23864,120,4,2020-02-11,64878.62,12,0.0110,Em atraso
504701,23901,101,3,2023-09-01,91308.60,12,0.0130,Em atraso
504702,23938,102,4,2021-02-18,31937.42,36,0.0164,Ativo
504703,23975,103,3,2021-06-05,8153.07,24,0.0223,Quitado
504704,24012,104,3,2021-11-22,91859.83,36,0.0249,Ativo
504705,24049,105,4,2022-09-14,35660.76,18,0.0174,Ativo
504706,24086,106,3,2022-09-18,102564.56,12,0.0215,Em atraso
504707,24123,107,3,2026-10-07,11312.02,36,0.0377,Ativo
504708,24160,108,3,2022-03-04,54522.06,36,0.0321,Ativo
504709,24197,109,4,2021-12-03,87688.13,24,0.0117,Quitado
504710,24234,110,3,2022-08-28,78300.96,24,0.0310,Em atraso
504711,24271,111,4,2021-04-02,57220.45,36,0.0104,Ativo
504712,24308,112,3,2025-10-19,97554.97,60,0.0124,Em atraso
504713,24345,113,4,2023-07-07,20918.95,36,0.0235,Ativo
504714,24382,114,4,2025-02-18,62715.77,6,0.0395,Ativo
504715,24419,115,3,2022-10-08,19220.93,24,0.0190,Ativo
504716,24456,116,4,2026-01-20,64407.67,48,0.0197,Ativo
504717,24493,117,4,2024-04-19,80850.44,36,0.0414,Quitado
504718,24530,118,4,2026-11-16,12349.50,24,0.0159,Ativo
504719,24567,119,3,2025-12-05,33329.06,18,0.0410,Ativo
504720,24604,120,4,2022-08-19,23259.45,36,0.0204,Quitado
504721,24641,101,4,2023-10-09,114528.78,60,0.0117,Ativo
504722,24678,102,3,2024-11-11,73028.49,12,0.0187,Ativo
504723,24715,103,4,2026-01-21,3407.30,36,0.0426,Ativo
504724,24752,104,4,2022-07-20,116177.94,48,0.0230,Ativo
504725,24789,105,4,2025-07-16,105816.78,60,0.0384,Ativo
504726,24826,106,4,2020-12-17,1366.86,48,0.0428,Em atraso
504727,24863,107,3,2022-08-18,36026.29,12,0.0263,Em atraso
504728,24900,108,3,2024-01-07,88464.86,6,0.0437,Quitado
504729,24937,109,3,2025-04-01,93348.89,6,0.0166,Ativo
504730,24974,110,4,2023-07-04,51455.97,18,0.0160,Quitado
504731,25011,111,3,2023-02-15,20013.71,24,0.0377,Em atraso
504732,25048,112,3,2025-03-17,45189.20,12,0.0128,Ativo
504733,25085,113,3,2026-11-25,66173.84,12,0.0298,Quitado
504734,25122,114,4,2024-10-16,113741.36,60,0.0175,Ativo
504735,25159,115,4,2026-05-11,16690.57,48,0.0255,Ativo
504736,25196,116,3,2023-01-02,54907.91,48,0.0418,Ativo
504737,25233,117,4,2024-08-21,75084.64,60,0.0399,Ativo
504738,25270,118,3,2024-07-17,81087.22,36,0.0170,Ativo
504739,25307,119,3,2020-03-15,32795.06,6,0.0096,Quitado
504740,25344,120,3,2022-08-25,28574.15,24,0.0371,Em atraso
504741,25381,101,3,2026-12-16,83636.23,12,0.0265,Em atraso
504742,25418,102,3,2022-04-10,14028.33,18,0.0095,Ativo
504743,25455,103,4,2021-10-13,9093.88,12,0.0332,Ativo
504744,25492,104,4,2023-05-12,111632.93,60,0.0237,Quitado
504745,25529,105,3,2025-05-13,34850.53,6,0.0136,Ativo
504746,25566,106,4,2020-08-17,105209.49,24,0.0215,Em atraso
504747,25603,107,4,2020-02-04,24681.06,24,0.0377,Em atraso
504748,25640,108,4,2021-11-13,42304.37,24,0.0261,Quitado
504749,25677,109,3,2026-06-10,14609.01,36,0.0210,Em atraso
504750,25714,110,4,2025-08-21,86012.55,12,0.0226,Ativo
504751,25751,111,3,2024-01-15,2964.27,48,0.0118,Ativo
504752,25788,112,4,2026-11-22,94054.36,60,0.0285,Ativo
504753,25825,113,3,2021-05-25,35732.77,24,0.0428,Quitado
504754,25862,114,3,2022-11-29,98370.77,6,0.0237,Ativo
504755,25899,115,3,2026-12-17,109338.70,12,0.0281,Em atraso
504756,25936,116,3,2021-07-24,32252.80,6,0.0177,Em atraso
504757,25973,117,4,2026-01-06,37750.13,36,0.0202,Quitado
504758,26010,118,4,2020-10-09,56770.83,36,0.0103,Quitado
504759,26047,119,3,2020-07-16,55548.34,60,0.0293,Em atraso
504760,26084,120,3,2020-10-04,12019.27,18,0.0354,Ativo
504761,26121,101,3,2023-01-24,102351.72,6,0.0180,Ativo
504762,26158,102,3,2020-05-04,118442.28,24,0.0276,Ativo
504763,26195,103,3,2023-03-05,47734.81,18,0.0266,Em atraso
504764,26232,104,4,2020-06-05,85256.25,18,0.0327,Quitado
504765,26269,105,3,2024-02-15,51533.02,6,0.0432,Ativo
504766,26306,106,4,2024-07-10,119734.47,6,0.0309,Ativo
504767,26343,107,4,2024-10-15,46173.73,24,0.0124,Ativo
504768,26380,108,3,2020-10-13,101869.82,24,0.0144,Quitado
504769,26417,109,4,2026-11-14,94424.45,36,0.0337,Ativo
504770,26454,110,4,2022-12-26,1681.01,60,0.0272,Ativo
504771,26491,111,3,2023-01-31,73698.50,12,0.0413,Ativo
504772,26528,112,3,2025-06-27,5177.89,48,0.0202,Ativo
504773,26565,113,3,2021-10-13,23808.99,18,0.0140,Ativo
504774,26602,114,3,2023-01-03,34751.73,6,0.0178,Ativo
504775,26639,115,3,2025-03-15,25811.66,60,0.0240,Em atraso
504776,26676,116,4,2023-10-04,45505.83,12,0.0112,Ativo
504777,26713,117,3,2020-04-19,56327.20,12,0.0356,Em atraso
504778,26750,118,3,2021-05-04,9792.15,18,0.0218,Ativo
504779,26787,119,3,2021-11-11,53483.69,18,0.0407,Ativo
504780,26824,120,4,2025-05-24,78969.76,18,0.0128,Ativo
504781,26861,101,4,2020-05-24,103369.82,48,0.0396,Quitado
504782,26898,102,3,2021-12-05,13150.40,12,0.0402,Ativo
504783,26935,103,4,2024-11-26,90639.38,24,0.0164,Em atraso
504784,26972,104,3,2022-10-09,93447.19,6,0.0230,Quitado
504785,27009,105,3,2021-08-16,90657.87,6,0.0288,Em atraso
504786,27046,106,3,2022-08-22,48991.69,6,0.0315,Ativo
504787,27083,107,3,2021-04-19,73331.61,12,0.0213,Quitado
504788,27120,108,3,2026-09-29,57735.27,48,0.0371,Ativo
504789,27157,109,3,2026-07-26,17510.19,18,0.0225,Ativo
504790,27194,110,3,2026-11-18,55800.25,24,0.0379,Ativo
504791,27231,111,3,2025-07-23,17602.71,24,0.0384,Em atraso
504792,27268,112,3,2022-07-05,45896.44,60,0.0132,Quitado
504793,27305,113,3,2021-09-27,112798.56,18,0.0403,Ativo
504794,27342,114,3,2024-03-06,79068.80,48,0.0424,Ativo
504795,27379,115,4,2020-08-17,75033.29,36,0.0404,Ativo
504796,27416,116,4,2020-05-22,41791.70,18,0.0237,Em atraso
504797,27453,117,3,2021-12-03,16590.24,18,0.0438,Ativo
504798,27490,118,3,2023-09-06,5175.52,48,0.0120,Ativo
504799,27527,119,3,2025-03-02,89978.53,48,0.0242,Ativo
504800,27564,120,3,2026-07-26,18801.23,48,0.0324,Quitado
504801,27601,101,3,2023-12-13,81478.05,24,0.0121,Ativo
504802,27638,102,4,2021-08-12,46448.44,6,0.0218,Ativo
504803,27675,103,3,2021-04-28,86492.06,18,0.0393,Ativo
504804,27712,104,3,2024-09-30,56732.68,6,0.0329,Em atraso
504805,27749,105,4,2023-11-29,33598.00,12,0.0106,Ativo
504806,27786,106,4,2021-08-28,73417.47,12,0.0400,Ativo
504807,27823,107,3,2022-11-20,18937.25,24,0.0350,Em atraso
504808,27860,108,3,2024-10-08,19916.82,12,0.0231,Ativo
504809,27897,109,3,2020-10-20,110334.30,12,0.0436,Quitado
504810,27934,110,3,2024-04-11,55253.80,60,0.0387,Quitado
504811,27971,111,3,2024-12-04,95286.07,24,0.0154,Ativo
504812,28008,112,3,2024-02-18,105490.74,24,0.0248,Ativo
504813,28045,113,4,2020-08-14,33711.97,18,0.0395,Ativo
504814,28082,114,4,2026-12-23,61396.85,24,0.0110,Em atraso
504815,28119,115,3,2023-11-04,7105.36,36,0.0129,Ativo
504816,28156,116,4,2022-06-26,119868.59,12,0.0104,Em atraso
504817,28193,117,4,2026-11-17,103476.93,6,0.0401,Quitado
504818,28230,118,4,2021-07-01,62368.78,24,0.0339,Quitado
504819,28267,119,3,2023-11-09,41230.75,6,0.0206,Quitado
504820,28304,120,4,2026-01-13,101399.75,18,0.0144,Ativo
504821,28341,101,4,2024-08-03,6863.56,18,0.0335,Ativo
504822,28378,102,3,2022-12-16,5776.39,24,0.0266,Em atraso
504823,28415,103,3,2022-12-10,27127.90,60,0.0228,Quitado
504824,28452,104,4,2020-12-01,28214.55,36,0.0121,Ativo
504825,28489,105,4,2020-08-19,105049.76,12,0.0248,Em atraso
504826,28526,106,3,2025-11-28,48500.57,24,0.0107,Ativo
504827,28563,107,4,2020-03-16,46941.36,60,0.0189,Quitado
504828,28600,108,4,2020-06-19,39257.45,18,0.0175,Quitado
504829,28637,109,3,2021-08-17,79299.60,6,0.0306,Ativo
504830,28674,110,3,2020-05-15,112073.31,48,0.0304,Quitado
504831,28711,111,4,2023-09-07,52230.94,18,0.0409,Ativo
504832,28748,112,3,2025-06-12,97507.80,12,0.0192,Ativo
504833,28785,113,3,2026-03-06,53793.29,60,0.0322,Ativo
504834,28822,114,4,2025-10-02,70242.08,6,0.0146,Quitado
504835,28859,115,3,2023-07-31,53395.46,12,0.0242,Ativo
504836,28896,116,3,2023-03-30,47387.96,36,0.0304,Em atraso
504837,28933,117,3,2024-08-11,30144.87,6,0.0264,Quitado
504838,28970,118,3,2023-10-06,92721.84,6,0.0339,Em atraso
504839,29007,119,3,2021-12-20,48784.14,60,0.0221,Ativo
504840,29044,120,4,2025-12-04,66359.08,12,0.0111,Quitado
504841,29081,101,4,2020-02-12,13607.19,36,0.0358,Ativo
504842,29118,102,3,2021-03-17,74134.45,6,0.0093,Em atraso
504843,29155,103,4,2020-11-21,50495.40,18,0.0283,Ativo
504844,29192,104,4,2021-04-30,82704.25,6,0.0105,Em atraso
504845,29229,105,4,2022-04-28,116964.57,48,0.0416,Quitado
504846,29266,106,3,2025-10-08,52135.68,60,0.0265,Quitado
504847,29303,107,3,2024-12-02,87863.20,18,0.0382,Ativo
504848,29340,108,3,2025-12-29,63499.24,60,0.0409,Ativo
504849,29377,109,3,2020-05-05,47112.81,60,0.0156,Ativo
504850,29414,110,4,2025-09-09,67729.59,18,0.0314,Em atraso
504851,29451,111,4,2023-03-02,69630.85,18,0.0334,Ativo
504852,29488,112,3,2023-02-13,101770.67,24,0.0317,Ativo
504853,29525,113,4,2026-03-24,116326.82,18,0.0150,Ativo
504854,29562,114,3,2022-06-02,62770.54,12,0.0261,Em atraso
504855,29599,115,3,2020-09-10,99812.36,24,0.0301,Em atraso
504856,29636,116,3,2023-05-23,64841.74,18,0.0406,Quitado
504857,29673,117,4,2020-11-12,89215.68,18,0.0263,Em atraso
504858,29710,118,4,2025-03-03,52652.63,48,0.0313,Ativo
504859,29747,119,3,2021-05-21,57241.27,48,0.0151,Em atraso
504860,29784,120,3,2024-10-11,112865.43,48,0.0195,Ativo
504861,29821,101,3,2026-04-26,30365.20,6,0.0117,Ativo
504862,29858,102,4,2021-06-13,98186.62,18,0.0242,Quitado
504863,29895,103,4,2025-04-11,104806.94,36,0.0162,Ativo
504864,29932,104,3,2025-04-08,64545.18,12,0.0119,Ativo
504865,29969,105,3,2024-08-09,58668.02,48,0.0200,Quitado
504866,10006,106,4,2021-06-25,76664.45,36,0.0279,Ativo
504867,10043,107,3,2026-04-08,105378.43,24,0.0253,Quitado
504868,10080,108,4,2025-07-11,109043.12,48,0.0114,Em atraso
504869,10117,109,4,2023-11-29,79341.19,48,0.0102,Ativo
504870,10154,110,3,2022-08-15,85111.11,12,0.0361,Ativo
504871,10191,111,4,2024-04-28,86415.80,36,0.0201,Quitado
504872,10228,112,3,2021-07-04,8075.76,6,0.0409,Ativo
504873,10265,113,3,2020-03-25,88631.22,12,0.0188,Quitado
504874,10302,114,3,2026-08-23,47724.17,24,0.0194,Ativo
504875,10339,115,3,2024-02-04,87268.93,60,0.0147,Em atraso
504876,10376,116,4,2021-12-23,1197.18,18,0.0323,Ativo
504877,10413,117,3,2022-06-18,99206.70,48,0.0407,Quitado
504878,10450,118,4,2026-01-13,74500.68,48,0.0116,Ativo
504879,10487,119,4,2026-12-15,103163.86,60,0.0330,Ativo
504880,10524,120,4,2021-01-08,82269.78,60,0.0335,Em atraso
504881,10561,101,3,2021-12-08,43238.35,36,0.0430,Ativo
504882,10598,102,3,2022-03-01,24051.65,36,0.0333,Quitado
504883,10635,103,3,2023-07-09,6876.63,12,0.0409,Ativo
504884,10672,104,3,2023-06-07,27122.43,24,0.0397,Quitado
504885,10709,105,3,2025-05-18,10166.60,6,0.0429,Em atraso
504886,10746,106,4,2026-06-07,55604.01,24,0.0249,Quitado
504887,10783,107,4,2021-07-25,43094.58,36,0.0120,Quitado
504888,10820,108,3,2025-01-29,53396.20,36,0.0114,Ativo
504889,10857,109,3,2025-04-18,105156.67,24,0.0385,Ativo
504890,10894,110,3,2023-05-07,28190.01,18,0.0370,Em atraso
504891,10931,111,4,2025-05-22,110465.22,24,0.0213,Ativo
504892,10968,112,3,2025-03-14,89577.55,6,0.0439,Ativo
504893,11005,113,4,2026-10-31,47241.15,12,0.0385,Ativo
504894,11042,114,3,2021-07-09,8024.26,48,0.0103,Ativo
504895,11079,115,3,2022-08-23,92332.51,12,0.0178,Ativo
504896,11116,116,4,2021-08-13,33219.06,36,0.0215,Em atraso
504897,11153,117,4,2026-01-13,54150.09,48,0.0150,Em atraso
504898,11190,118,4,2024-08-16,99068.09,60,0.0228,Quitado
504899,11227,119,3,2020-07-18,46160.70,18,0.0104,Ativo
504900,11264,120,4,2023-11-30,46347.59,18,0.0187,Quitado
504901,11301,101,3,2023-07-30,38828.57,18,0.0245,Em atraso
504902,11338,102,3,2020-04-10,72781.58,36,0.0221,Ativo
504903,11375,103,4,2026-08-03,13645.71,18,0.0373,Quitado
504904,11412,104,3,2021-07-14,55060.03,24,0.0117,Ativo
504905,11449,105,4,2024-11-17,92641.75,48,0.0433,Quitado
504906,11486,106,3,2021-11-06,106062.98,36,0.0235,Ativo
504907,11523,107,3,2022-08-22,46513.87,12,0.0233,Ativo
504908,11560,108,3,2025-10-29,119306.46,18,0.0213,Quitado
504909,11597,109,3,2026-09-29,113267.49,24,0.0404,Em atraso
504910,11634,110,3,2023-04-04,9375.64,18,0.0402,Em atraso
504911,11671,111,4,2023-07-07,91008.32,6,0.0166,Ativo
504912,11708,112,4,2025-01-10,6860.90,12,0.0212,Quitado
504913,11745,113,3,2025-05-05,5276.41,6,0.0439,Em atraso
504914,11782,114,4,2020-08-14,39062.51,36,0.0225,Ativo
504915,11819,115,3,2023-12-14,88062.82,24,0.0329,Ativo
504916,11856,116,3,2020-02-27,113479.46,24,0.0328,Ativo
504917,11893,117,3,2024-09-07,96399.48,24,0.0265,Em atraso
504918,11930,118,4,2023-12-03,80848.07,24,0.0203,Ativo
504919,11967,119,4,2023-01-24,51163.04,6,0.0338,Em atraso
504920,12004,120,3,2022-11-22,40246.08,48,0.0206,Quitado
504921,12041,101,3,2024-07-16,103483.07,60,0.0289,Em atraso
504922,12078,102,4,2023-08-01,60527.76,6,0.0392,Ativo
504923,12115,103,3,2021-03-11,2895.46,6,0.0380,Quitado
504924,12152,104,4,2022-05-10,64105.72,6,0.0436,Quitado
504925,12189,105,4,2022-10-02,99131.55,24,0.0316,Ativo
504926,12226,106,3,2023-12-12,34844.99,36,0.0144,Ativo
504927,12263,107,4,2024-03-22,8183.61,48,0.0167,Em atraso
504928,12300,108,3,2025-10-31,27585.08,48,0.0326,Ativo
504929,12337,109,4,2025-01-08,28037.36,6,0.0305,Quitado
504930,12374,110,3,2024-10-02,81555.55,18,0.0393,Ativo
504931,12411,111,4,2020-04-29,66212.00,60,0.0263,Ativo
504932,12448,112,4,2026-06-16,50700.77,6,0.0335,Quitado
504933,12485,113,3,2020-02-16,33998.61,36,0.0357,Ativo
504934,12522,114,4,2020-07-08,107679.55,36,0.0108,Em atraso
504935,12559,115,4,2020-02-20,99037.34,48,0.0209,Em atraso
504936,12596,116,3,2023-10-16,90055.05,6,0.0418,Quitado
504937,12633,117,4,2025-07-24,50624.11,48,0.0286,Ativo
504938,12670,118,3,2024-10-31,51940.93,48,0.0201,Quitado
504939,12707,119,3,2020-05-18,36887.45,48,0.0419,Quitado
504940,12744,120,3,2020-05-18,11119.00,48,0.0222,Ativo
504941,12781,101,3,2021-08-19,83726.02,6,0.0179,Quitado
504942,12818,102,3,2021-08-30,5394.35,36,0.0197,Ativo
504943,12855,103,4,2023-11-30,119147.57,48,0.0171,Em atraso
504944,12892,104,3,2022-03-25,54703.25,6,0.0103,Em atraso
504945,12929,105,4,2025-12-24,114399.84,24,0.0185,Quitado
504946,12966,106,4,2025-07-03,12239.70,48,0.0259,Ativo
504947,13003,107,4,2025-03-31,102034.14,60,0.0429,Quitado
504948,13040,108,3,2022-03-23,31616.16,60,0.0144,Quitado
504949,13077,109,3,2021-07-19,98792.07,12,0.0241,Ativo
504950,13114,110,4,2026-07-21,26824.01,12,0.0182,Ativo
504951,13151,111,3,2024-06-11,109956.21,36,0.0295,Quitado
504952,13188,112,3,2022-06-23,101509.54,60,0.0332,Ativo
504953,13225,113,3,2024-12-18,64555.24,48,0.0436,Em atraso
504954,13262,114,3,2023-10-04,26830.91,60,0.0232,Em atraso
504955,13299,115,4,2020-07-07,36564.20,12,0.0400,Em atraso
504956,13336,116,4,2025-08-11,41911.86,6,0.0153,Ativo
504957,13373,117,4,2022-05-30,65990.49,24,0.0251,Ativo
504958,13410,118,4,2026-10-30,44657.62,48,0.0359,Ativo
504959,13447,119,3,2026-03-18,113486.24,18,0.0281,Em atraso
504960,13484,120,4,2023-01-05,101448.92,6,0.0386,Ativo
504961,13521,101,4,2024-11-11,116877.67,12,0.0188,Ativo
504962,13558,102,4,2020-03-14,116979.35,36,0.0210,Quitado
504963,13595,103,3,2020-04-09,28752.04,48,0.0236,Ativo
504964,13632,104,4,2021-12-21,105252.09,18,0.0111,Ativo
504965,13669,105,4,2025-10-31,100992.90,24,0.0189,Quitado
504966,13706,106,3,2021-11-22,33501.29,24,0.0303,Ativo
504967,13743,107,3,2026-02-06,45904.17,6,0.0319,Em atraso
504968,13780,108,3,2020-10-20,25553.99,48,0.0128,Quitado
504969,13817,109,3,2022-07-05,17313.68,24,0.0427,Ativo
504970,13854,110,4,2020-05-12,74898.05,60,0.0162,Quitado
504971,13891,111,3,2022-11-27,77796.91,6,0.0318,Ativo
504972,13928,112,3,2022-11-15,113471.71,6,0.0186,Ativo
504973,13965,113,4,2023-05-01,83911.40,12,0.0292,Ativo
504974,14002,114,3,2020-03-27,2940.60,24,0.0415,Ativo
504975,14039,115,3,2025-03-23,47082.57,6,0.0365,Quitado
504976,14076,116,4,2026-08-05,115977.49,60,0.0162,Quitado
504977,14113,117,3,2021-01-13,105531.50,24,0.0107,Ativo
504978,14150,118,4,2022-01-09,110810.76,48,0.0440,Em atraso
504979,14187,119,3,2022-12-10,105385.34,6,0.0434,Quitado
504980,14224,120,4,2026-04-29,77056.94,36,0.0313,Ativo
504981,14261,101,4,2022-02-09,8860.98,24,0.0326,Ativo
504982,14298,102,3,2026-09-30,49603.12,24,0.0333,Ativo
504983,14335,103,4,2026-09-17,116162.57,48,0.0120,Ativo
504984,14372,104,3,2024-03-27,105054.75,60,0.0229,Em atraso
504985,14409,105,3,2020-09-06,117483.53,60,0.0326,Ativo
504986,14446,106,4,2023-07-08,72014.51,12,0.0179,Ativo
504987,14483,107,3,2022-11-01,67253.67,18,0.0105,Ativo
504988,14520,108,3,2025-02-03,58207.87,18,0.0345,Em atraso
504989,14557,109,3,2021-11-20,95522.08,48,0.0268,Quitado
504990,14594,110,4,2023-01-11,52220.94,24,0.0130,Em atraso
504991,14631,111,3,2026-07-19,104116.36,12,0.0406,Em atraso
504992,14668,112,4,2020-12-28,100366.23,60,0.0416,Ativo
504993,14705,113,4,2023-08-11,10968.87,60,0.0107,Ativo
504994,14742,114,3,2025-01-11,89942.05,24,0.0252,Em atraso
504995,14779,115,4,2023-10-15,64750.56,60,0.0313,Em atraso
504996,14816,116,4,2022-01-07,103900.95,6,0.0202,Quitado
504997,14853,117,4,2026-09-20,67703.06,18,0.0280,Quitado
504998,14890,118,3,2024-09-11,80693.10,60,0.0120,Quitado
504999,14927,119,3,2025-05-12,63309.68,18,0.0350,Em atraso
505000,14964,120,4,2020-11-07,41800.02,48,0.0255,Ativo
505001,15001,101,4,2024-09-17,77195.79,48,0.0225,Quitado
505002,15038,102,4,2022-12-12,37224.38,24,0.0276,Em atraso
505003,15075,103,3,2023-07-28,99399.46,60,0.0332,Ativo
505004,15112,104,4,2024-04-24,59951.51,36,0.0378,Ativo
505005,15149,105,3,2021-10-19,97902.73,18,0.0342,Em atraso
505006,15186,106,4,2026-09-16,91148.17,12,0.0306,Em atraso
505007,15223,107,3,2026-04-05,2064.31,18,0.0153,Ativo
505008,15260,108,4,2025-11-01,110614.29,36,0.0279,Ativo
505009,15297,109,3,2023-06-06,100344.22,60,0.0383,Ativo
505010,15334,110,4,2025-02-15,55753.23,48,0.0160,Quitado
505011,15371,111,3,2021-04-28,65461.12,60,0.0154,Ativo
505012,15408,112,3,2023-11-22,99076.23,48,0.0345,Em atraso
505013,15445,113,4,2020-04-06,85872.80,18,0.0228,Quitado
505014,15482,114,3,2025-09-02,97006.70,6,0.0192,Ativo
505015,15519,115,3,2025-08-15,115220.60,60,0.0378,Ativo
505016,15556,116,4,2023-04-30,67499.88,12,0.0422,Ativo
505017,15593,117,4,2021-07-23,64128.30,60,0.0245,Quitado
505018,15630,118,4,2024-03-28,13743.59,24,0.0259,Ativo
505019,15667,119,3,2022-05-16,99496.10,48,0.0114,Quitado
505020,15704,120,3,2026-09-03,58955.68,18,0.0103,Em atraso
505021,15741,101,3,2026-01-07,8180.42,12,0.0184,Ativo
505022,15778,102,3,2021-02-23,102043.72,60,0.0326,Quitado
505023,15815,103,3,2024-12-04,62699.96,60,0.0169,Em atraso
505024,15852,104,3,2022-05-13,18642.69,12,0.0176,Em atraso
505025,15889,105,3,2021-01-25,25358.83,60,0.0107,Ativo
505026,15926,106,3,2020-01-29,33796.18,12,0.0132,Ativo
505027,15963,107,3,2022-01-16,96927.28,12,0.0175,Ativo
505028,16000,108,3,2025-11-25,89296.77,36,0.0335,Ativo
505029,16037,109,3,2024-07-21,29770.69,12,0.0204,Ativo
505030,16074,110,3,2023-12-21,33451.27,48,0.0363,Ativo
505031,16111,111,3,2021-07-20,33067.34,24,0.0386,Quitado
